WindowID,User,Day,Ax_mean,Ax_std,Ax_var,Ax_min,Ax_max,Ax_range,Ax_rms,Ax_zcr,Ax_energy,Ax_entropy,Ax_domfreq,Ay_mean,Ay_std,Ay_var,Ay_min,Ay_max,Ay_range,Ay_rms,Ay_zcr,Ay_energy,Ay_entropy,Ay_domfreq,Az_mean,Az_std,Az_var,Az_min,Az_max,Az_range,Az_rms,Az_zcr,Az_energy,Az_entropy,Az_domfreq,Gx_mean,Gx_std,Gx_var,Gx_min,Gx_max,Gx_range,Gx_rms,Gx_zcr,Gx_energy,Gx_entropy,Gx_domfreq,Gy_mean,Gy_std,Gy_var,Gy_min,Gy_max,Gy_range,Gy_rms,Gy_zcr,Gy_energy,Gy_entropy,Gy_domfreq,Gz_mean,Gz_std,Gz_var,Gz_min,Gz_max,Gz_range,Gz_rms,Gz_zcr,Gz_energy,Gz_entropy,Gz_domfreq
1797,8,FD,0.768797842179508,0.00898512165509484,8.07324111568542e-05,0.755326336453598,0.784193848723404,0.0288675122698064,0.768849762648226,0,4788.15265594629,0.00241138642690261,1,0.191364732226099,1.19698856024969,1.43278161336862,-1.29905399190519,3.20445065146861,4.5035046433738,1.20560452819509,11,11773.2064550764,3.97213187260365,7,-0.491493846488147,0.472841556880255,0.223579137912943,-1.35816871946289,0.283864024155835,1.64203274361872,0.680191977610131,14,3747.55512388196,2.99030322764846,1,-0.942506963966101,0.654210981103569,0.427992007796495,-1.96754239392297,0.5749802151576,2.54252260908057,1.1452318185275,6,10623.6029371592,1.9586481234623,1,-0.00750493583213248,0.706217927454752,0.498743761058485,-1.90666901275331,1.39339545317014,3.30006446592344,0.702323634640922,17,3995.39375097941,4.19753108169028,12,-0.0013570846525245,0.969189235775779,0.939327774743638,-1.96469587462227,2.00486718800103,3.9695630626233,0.963790766270077,8,7524.03039329445,2.79611804300571,4
1798,8,FD,0.797023854176652,0.00889200907330878,7.90678253598056e-05,0.784193848723404,0.813061360993211,0.0288675122698064,0.797072903453989,0,5146.13422870663,0.00221601709056818,1,-0.0240449822131289,1.13278495519622,1.28320175471891,-1.52632792145021,2.67414459222056,4.20047251367077,1.12673072142987,13,10283.1291607724,3.9442570449601,6,-0.534363653749686,0.522724450642591,0.273240851299599,-2.47313853082897,0.274737396301653,2.74787592713062,0.745485986648595,8,4501.56978594437,3.17716341667145,1,-0.89515128654782,0.637589948520013,0.406520942453752,-1.72359285392778,0.779850415408045,2.50344326933583,1.09695025817098,9,9746.72893810111,2.12252718086171,1,-0.351553432237938,0.978855215151798,0.958157532229873,-2.87242230580039,1.87165766328693,4.74407996908732,1.03494016887238,13,8675.9193404793,4.2724679850774,9,0.00625290230740042,0.847199538535364,0.717747058094535,-1.7948979445482,2.10546190111235,3.90035984566055,0.842502931490235,7,5749.47063551408,3.52183897335291,4
1799,8,FD,0.825249866173796,0.00875048265321589,7.65709466642322e-05,0.813061360993211,0.841928873263017,0.0288675122698063,0.82529574200903,0,5517.01580040371,0.00201996819882399,1,0.0184863978244574,0.85130830287199,0.724725826538787,-1.65020250803849,2.40489658934974,4.05509909738823,0.846767420405124,14,5807.82202050233,4.07294260928373,6,-0.432035547804088,0.390677181473189,0.152628660123835,-1.83351399938008,0.388820264727868,2.22233426410795,0.58102280565296,8,2734.45875557959,3.02322036754225,1,-1.01167863528152,0.448978144091694,0.201581373872022,-2.13214913343316,0.293135601930258,2.42528473536342,1.10581881061685,2,9904.96545950397,1.44997831980239,1,-0.87115176098781,0.972382978131793,0.945528656160454,-2.98370922445116,1.23487932776296,4.21858855221412,1.30150995880757,6,13720.8182002898,3.30395283521064,1,0.0923092499115015,0.789887222359788,0.623921824047262,-1.73425588516643,1.48049096249928,3.21474684766571,0.790892127255576,11,5066.63389133428,3.85659613247683,4
1800,8,FD,0.85347587817094,0.00879791109086453,7.74032395627571e-05,0.841928873263017,0.870796385532824,0.0288675122698064,0.853520719035704,0,5900.83070436812,0.0019111958870525,1,0.336362756275771,1.16188781559689,1.34998329603252,-1.20179717171824,3.4194393677418,4.62123653946004,1.20337998381292,11,11729.7994220769,4.05038705877744,7,-0.463978748651241,0.499418546393963,0.249418884482259,-1.60078485981671,0.337102696503431,1.93788755632014,0.679649794190757,11,3741.58312622266,3.15953893315667,1,-0.902177663214022,0.751306552507764,0.564461535841101,-2.12504377688607,0.682744344819561,2.80778812170564,1.17137281725364,10,11114.125643706,2.48071752503462,1,-0.0427307176855232,1.14335872396627,1.30726917166977,-2.90065107849674,2.18706099411856,5.08771207261531,1.13779166497436,17,10486.0159703696,4.16250453399901,12,0.00653827611182554,1.36671879415081,1.86792026228504,-2.5261708006526,2.87526029394143,5.40143109459402,1.35912042945377,6,14962.3875682447,3.08046503711204,4
1801,8,FD,0.881808806880195,0.00848011900607622,7.19124183572151e-05,0.870796385532824,0.89966389780263,0.0288675122698064,0.881849128413108,0,6299.02887079196,0.00168072952296962,1,0.33579400603115,1.03167843280225,1.06436038870932,-1.76691060839671,3.12562110605958,4.89253171445629,1.07948681170941,18,9438.86339090185,4.73362478916179,1,-0.462567502653825,0.463087916606811,0.214450418507237,-1.22355099989042,0.517353630112158,1.74090463000258,0.65271458585723,12,3450.89427778528,2.88301345808686,1,-0.860677295803788,0.68546460383595,0.469861723111976,-2.09780671422171,0.533532439399057,2.63133915362076,1.09791003493535,6,9763.79220297511,2.31231111026879,1,-0.0928249123986683,0.683255401745775,0.466837944014781,-2.59121949274945,0.979733696798484,3.57095318954793,0.685760395553557,21,3809.16529288914,4.15616546373523,7,0.0483298389523108,1.44753345203706,2.09535309476633,-2.14519542717807,2.7668179349501,4.91201336212816,1.44028023906687,5,16802.6980530769,2.65245277086094,4
1802,8,FD,0.910141735589449,0.00811440792492849,6.58436159721422e-05,0.89966389780263,0.928531410072437,0.0288675122698064,0.910177505150514,0,6710.22703614431,0.00145178103309333,1,0.270068851651015,0.986707653914836,0.97359199429412,-1.53554170560489,3.07955218528617,4.61509389089106,1.01769911570205,13,8389.26306981589,4.42980832942599,7,-0.493750150297149,0.427274120307765,0.182563173884774,-1.41977346604548,0.175865578452704,1.59563904449818,0.651401493008268,6,3437.02363125655,2.68139727298324,1,-1.01488918980059,0.581578519670197,0.338233574541777,-2.09899093222861,0.335767547190005,2.43475847941861,1.16810765398042,4,11052.2514794299,1.8083327531775,1,-0.144994045630329,0.57865161671687,0.334837693529048,-1.48486441925284,0.90264711786933,2.38751153712217,0.593414313932777,14,2852.3384386405,4.55343188191371,4,-0.0760856513193791,1.04758482776224,1.09743397135764,-1.87622976059316,2.11759014918358,3.99381990977674,1.04452347360003,7,8837.33722390196,3.2620106227178,4
1803,8,FD,0.938367747586593,0.00789783064486426,6.2375728894957e-05,0.928531410072437,0.947776418252307,0.0192450081798708,0.938400614010869,0,7132.8252702454,0.00126146034390608,1,0.241335405681808,0.932367927307619,0.869309951871905,-1.25196127540376,2.75809248727378,4.01005376267754,0.958067706606513,11,7434.93921658234,4.45121282628414,7,-0.526234191592615,0.413041432872837,0.170603225269646,-1.21366374988214,0.135556302055246,1.34922005193739,0.667555284810849,10,3609.60347205904,2.4631300937841,1,-0.870480014528301,0.624806179409777,0.390382761828643,-2.12385960738487,0.374846838429056,2.49870644581392,1.06947680259054,10,9264.62311336227,2.13037045058236,1,-0.0636128481804661,0.531474097517861,0.282464716332424,-1.53860789927348,1.53616829005232,3.0747761893258,0.532327731700986,18,2295.31979289713,4.44842751633181,12,-0.117155835603609,1.06965738318315,1.14416691739823,-1.78633678696721,2.22317892938564,4.00951571635285,1.07013057215713,6,9275.95347586922,2.83146266838765,4
1804,8,FD,0.966807593007958,0.00789783064486431,6.23757288949578e-05,0.957398922342243,0.976643930522114,0.019245008179871,0.96683949265795,0,7571.70669696095,0.00119402647005784,1,0.187667809509687,1.00185651829543,1.00371648325104,-1.54680312314869,2.81747054284623,4.36427366599492,1.01379647099788,11,8325.04460532278,4.53036455084258,7,-0.482147501967115,0.350458675172541,0.122821283003692,-1.20757925239371,0.343187116111293,1.550766368505,0.594914124672257,10,2866.77480744992,2.49916935301774,1,-0.800624115267917,0.576563528642137,0.332425502560272,-2.44359924533867,0.264714272753297,2.70831351809197,0.984749135472427,8,7854.81996449091,2.21585304257216,1,-0.111010819089815,0.583137033464581,0.340048799797872,-1.28726229814211,1.54376847435989,2.83103077250201,0.590418395508735,21,2823.61044221638,4.63599732667862,12,0.0457931649111695,1.07969584844772,1.16574312515524,-1.6814614950654,1.93495034233364,3.61641183739904,1.07465689302084,5,9354.58824550941,2.94340750654974,4
1805,8,FD,0.994926688292991,0.00841718082180004,7.08489329868785e-05,0.976643930522114,1.00551144279192,0.0288675122698064,0.994961897160026,0,8018.58833208226,0.00131879712678614,1,0.275392376975906,0.939961727531703,0.883528049224384,-1.5805869145164,2.71202356650037,4.29261048101677,0.974449604749321,15,7691.37146078847,4.46891561158536,7,-0.476933493584985,0.38952251928431,0.151727793029595,-1.1885654897945,0.256484137478068,1.44504962727257,0.614416378334577,10,3057.81063632281,2.65676661946775,1,-0.818584832432746,0.630356917974352,0.397349844038124,-1.94977907531379,0.546558885980639,2.49633796129443,1.03102666001417,6,8610.42938664585,2.28523861107494,1,-0.0496190391372292,0.765946877645703,0.586674619375202,-1.8306681311966,1.76905653728665,3.59972466848325,0.763294216890288,16,4719.20629845908,4.14230105883047,7,0.0699548920800115,1.30692335318664,1.70804865110461,-2.28788302491235,2.43292951318927,4.72081253810162,1.30152372997381,6,13721.108559448,2.72515822362362,4
1806,8,FD,1.02336653371436,0.00848011900607621,7.1912418357215e-05,1.00551144279192,1.03437895506173,0.0288675122698063,1.02340127795407,0,8483.53642331599,0.00127710826157372,1,0.191341981209921,0.930140616656952,0.865161566754974,-1.20179717171824,2.50420121065806,3.7059983823763,0.944542436437365,11,7226.49935527138,4.45613082216893,6,-0.452933837565132,0.457269801734551,0.209095671578355,-1.35740807550224,0.286145681898186,1.64355375740042,0.641811068422844,12,3336.56372515559,3.0492338202988,1,-0.893440745061231,0.683466466298486,0.467126410554539,-2.19017596128829,0.437610538311778,2.62778649960007,1.12257404300986,9,10207.39710452,2.36892782869415,1,-0.110365425176267,0.777098810219493,0.603882560844552,-2.71227793703496,1.23705068689605,3.94932862393101,0.780610838822575,17,4935.761581667,4.19471655413546,9,-0.0281189100036442,1.31758932207939,1.73604162165762,-2.11309088734315,2.7154504044459,4.82854129178905,1.31055062603688,5,13912.0978415859,2.80431310318106,4
1807,8,FD,1.0515925457115,0.00871407868720205,7.59351673667491e-05,1.03437895506173,1.06324646733153,0.0288675122698066,1.05162824878342,0,8957.96798647816,0.00128078402843716,1,0.265086559420118,1.25366547532288,1.57167712401654,-2.05253871392003,2.90346602935551,4.95600474327553,1.27455283485856,13,13158.3279236526,4.23345234408327,6,-0.439784729551751,0.487860291320073,0.238007663846907,-1.79320469806084,0.781265330992567,2.57447002905341,0.654808172364636,12,3473.06731502366,3.47271294304941,1,-1.03728410486537,0.914018865579897,0.835430486635962,-3.24413265524146,1.27485480343982,4.51898745868127,1.3791686770949,7,15407.0605430256,2.49817585673597,1,-0.411027095009426,1.1141205552744,1.24126461168494,-3.55968704703357,1.67839840288964,5.2380854499232,1.18170049314456,15,11310.9700495347,4.69407215091299,1,-0.0359746379554613,1.29577512456085,1.67903317343069,-3.04412609946678,2.97086084635908,6.01498694582587,1.28905834773198,6,13459.5385332457,2.98020193811418,4
1808,8,FD,1.07971164099653,0.00892056325563541,7.95764487977926e-05,1.06324646733153,1.09211397960134,0.0288675122698063,1.07974808171604,0,9443.43295175264,0.00127211324245438,1,0.167158578198907,0.996765819463033,0.993542098849811,-1.43828496928407,2.44994192406043,3.8882268933445,1.00520880042974,15,8184.60233293738,3.63187721728628,6,-0.464604092841972,0.325363199000553,0.105861211263874,-1.21974824737058,0.158372879478756,1.37812112684933,0.566164232947187,2,2596.38970321628,2.29796694922021,1,-1.20665404912028,0.876002448357312,0.767380289528005,-3.97242857270064,0.255240528698106,4.22766910139874,1.48824320462919,4,17940.4294726121,2.27935635575341,1,-0.674201058854518,1.1028010256551,1.21617010218594,-3.54122962191289,1.57851171618545,5.11974133809835,1.28732442251792,10,13423.3537673699,4.08357217232093,1,0.0647309584347419,1.05392335546788,1.11075443920068,-2.32997555852435,2.51925527932131,4.84923083784566,1.05004896085346,9,8931.08284353447,3.78129564959237,4
1809,8,FD,1.10793765299368,0.00904410838762953,8.17958965271909e-05,1.09211397960134,1.12098149187115,0.0288675122698066,1.10797415582421,0,9943.61451279241,0.00124279467410469,1,0.282661039170459,1.14954831383918,1.32146132585051,-1.31031532558287,3.00686541424531,4.31718073982817,1.17757194484875,11,11232.0730508884,4.03068259076456,7,-0.486981236827941,0.465711232475089,0.216886952053466,-1.40988627834166,0.160654530990661,1.57054080933232,0.672032604903304,10,3658.18535863028,2.78291822685407,1,-0.788913503659478,0.706283290140857,0.498836085932195,-1.73543508250246,0.720639418051713,2.45607450055418,1.05625658767718,10,9036.99162999269,2.5600616149487,1,-0.0748501099964588,0.802407108368793,0.643857167560767,-2.08038511504566,1.73214179388074,3.81252690892641,0.801439790626093,17,5202.67647779025,3.81399742314613,12,0.0597844530705581,1.19776102039104,1.43463146196818,-2.3499518268873,2.31592585621256,4.66587768309986,1.19258764592784,6,11520.3488750796,3.06939061479476,4
1810,8,FD,1.13627058170293,0.00899605050885631,8.09289247578939e-05,1.12098149187115,1.14984900414095,0.0288675122698063,1.13630579711537,0,10458.6460029198,0.00117544478452585,1,0.206357059233702,1.13530004523546,1.28890619271163,-1.33181419721018,2.88913330849375,4.22094750570393,1.1476795060853,11,10669.0628143744,4.21136280729347,7,-0.446638153478413,0.462550788775606,0.213953232196935,-1.51408197775539,0.258765795220419,1.77284777297581,0.641140869235475,12,3329.59907505256,3.24379780763613,1,-0.878295874446863,0.746828427522993,0.557752700156467,-1.96043703737589,0.616427942410448,2.57686497978633,1.15019958746423,9,10715.9686371234,2.47337136102488,1,-0.120046470674356,0.943315934733556,0.889844952722242,-2.69979172282141,1.65559822389098,4.35538994671239,0.945710812935039,18,7244.38842778824,4.4412179902747,9,-0.0161569541859133,1.30991229871726,1.71587023033072,-2.44198526541398,2.86741253105776,5.30939779647174,1.30271487775255,5,13746.2350270145,2.93759761387279,4
1811,8,FD,1.16438967698797,0.00915084221754555,8.37379132904139e-05,1.14984900414095,1.17871651641076,0.0288675122698063,1.16442523476957,0,10982.6776316822,0.0011535488483783,1,0.308300482522975,1.13920519333968,1.2977884725321,-1.26834129419013,2.73966500283054,4.00800629702067,1.17406038521831,12,11165.1840839257,4.24713710879985,6,-0.455392956226403,0.441909278751044,0.195283810646268,-1.43954777914866,0.196400498133864,1.63594827728252,0.632848113775018,8,3244.02355437965,2.80275959429593,1,-0.881638009391227,0.671652335817576,0.451116860209206,-1.8645151847943,0.646033441088614,2.51054862588291,1.10606963173873,7,9909.45924506268,2.29432139496097,1,-0.110654944408321,0.775984235856492,0.602151534297784,-2.50707554258713,1.63985520245459,4.14693074504173,0.779554666727411,16,4922.41437517352,4.15616549776315,9,-0.172153898216938,1.10094566825715,1.21208136445419,-2.27575442583015,2.5435122434784,4.81926666930855,1.10826475104522,6,9948.83114311549,3.35842694058941,4
1812,8,FD,1.19272260569722,0.00914136307869647,8.3564518936555e-05,1.17871651641076,1.20758402868057,0.0288675122698066,1.19275724695575,0,11523.6257863401,0.00110345313649807,1,0.182048531224782,1.11710216852151,1.24791725491546,-1.22841481232038,2.8451119791764,4.07352679149678,1.12569675106563,11,10264.2647204138,4.22959527565613,7,-0.407520405373112,0.432021524717435,0.186642597819177,-1.17867833324291,0.419242362767177,1.59792069601009,0.592150041773373,9,2840.19754297488,3.10122711347052,1,-0.760518508277542,0.660101872010799,0.435734481432161,-1.96635817591607,0.824850845187284,2.79120902110336,1.0046299759746,10,8175.17924787646,2.4982643461071,1,-0.0965405087983238,0.895343646125654,0.80164024465758,-2.71987785425392,1.54213976804805,4.26201762230198,0.895574229568432,17,6496.63092540344,4.63260420052391,12,-0.092201397956815,1.1880929890187,1.41156495055538,-2.20655097486008,2.57347652901917,4.78002750387925,1.18506624006188,5,11375.4941460086,3.14823619365399,4
1813,8,FD,1.22094861769436,0.00908809719110348,8.2593510554943e-05,1.20758402868057,1.23645154095037,0.0288675122698063,1.22098206491933,0,12075.4573431228,0.00104748200830216,1,0.265871442920666,1.21814813645741,1.48388488235466,-1.50585280361786,2.87172982944385,4.37758263306171,1.24019550745495,12,12458.4876633626,4.12047302704086,7,-0.540346666623685,0.477994385355881,0.228478632431746,-1.81982396569973,0.29679341699075,2.11661738269048,0.719662769004768,10,4195.10745884204,2.84125603355943,1,-0.856387782196182,0.665262204199433,0.442573800336288,-1.99596367459424,0.740771124168994,2.73673479876323,1.08215356912075,8,9485.55641200232,2.54422501281756,1,-0.113676878620804,0.858021645942485,0.736201144905851,-3.07273875937178,1.77557093519223,4.848309694564,0.860780787958028,17,6001.64287583292,4.10940926005609,12,0.0128403039821827,0.946730983654261,0.896299555410965,-1.86481488381851,2.62484405952336,4.48965894334187,0.941544234153823,8,7180.6949134333,3.17041728018622,4
